,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CC.S.HIST1H4C,5.04E-131,2.382136708,0.907,0.586,1.57E-126,CC.S,HIST1H4C
CC.S.TUBA1B,6.67E-165,1.706113267,0.985,0.823,2.08E-160,CC.S,TUBA1B
CC.S.KIAA0101,3.95E-177,1.704740479,0.679,0.079,1.23E-172,CC.S,KIAA0101
CC.S.TK1,2.77E-228,1.615411981,0.849,0.136,8.64E-224,CC.S,TK1
CC.S.H2AFZ,1.34E-198,1.597349104,0.976,0.77,4.19E-194,CC.S,H2AFZ
CC.S.RRM2,5.05E-178,1.468967259,0.676,0.056,1.58E-173,CC.S,RRM2
CC.S.UBE2C,7.92E-146,1.444109949,0.667,0.111,2.47E-141,CC.S,UBE2C
CC.S.PCNA,2.21E-201,1.439337731,0.906,0.338,6.90E-197,CC.S,PCNA
CC.S.MCM7,5.28E-182,1.387251791,0.86,0.248,1.65E-177,CC.S,MCM7
CC.S.TUBB,1.60E-158,1.368362357,0.977,0.789,5.00E-154,CC.S,TUBB
CC.S.HMGB2,7.65E-148,1.341336673,0.86,0.332,2.39E-143,CC.S,HMGB2
CC.S.STMN1,5.82E-119,1.323466023,0.897,0.512,1.82E-114,CC.S,STMN1
CC.S.RANBP1,1.08E-167,1.227396125,0.956,0.67,3.38E-163,CC.S,RANBP1
CC.S.DUT,3.55E-166,1.216839517,0.943,0.536,1.11E-161,CC.S,DUT
CC.S.TYMS,1.22E-213,1.213801717,0.806,0.101,3.79E-209,CC.S,TYMS
CC.S.CKS1B,5.07E-161,1.212144929,0.914,0.417,1.58E-156,CC.S,CKS1B
CC.S.RPA3,1.52E-138,1.174129723,0.914,0.566,4.75E-134,CC.S,RPA3
CC.S.HMGA1,1.26E-81,1.15810519,0.899,0.576,3.94E-77,CC.S,HMGA1
CC.S.TOP2A,2.25E-154,1.08398281,0.682,0.1,7.02E-150,CC.S,TOP2A
CC.S.DEK,1.76E-148,1.079125008,0.962,0.673,5.51E-144,CC.S,DEK
CC.S.SIVA1,8.95E-101,1.060242698,0.956,0.72,2.79E-96,CC.S,SIVA1
CC.S.UBE2T,2.32E-181,1.051877657,0.778,0.133,7.25E-177,CC.S,UBE2T
CC.S.STRA13,3.30E-76,1.041440769,0.735,0.418,1.03E-71,CC.S,STRA13
CC.S.LGALS1,2.72E-17,0.979989304,0.77,0.579,8.49E-13,CC.S,LGALS1
CC.S.MCM3,3.35E-162,0.922444016,0.794,0.186,1.05E-157,CC.S,MCM3
CC.S.GINS2,9.83E-207,0.913641872,0.728,0.057,3.07E-202,CC.S,GINS2
CC.S.DHFR,1.16E-136,0.878760082,0.71,0.156,3.62E-132,CC.S,DHFR
CC.S.CDK1,3.27E-160,0.866963835,0.643,0.062,1.02E-155,CC.S,CDK1
CC.S.ATP5J2,8.22E-44,0.862899816,0.742,0.496,2.56E-39,CC.S,ATP5J2
CC.S.S100A2,3.70E-25,0.858664597,0.702,0.489,1.15E-20,CC.S,S100A2
CC.S.RAN,4.22E-98,0.857137515,0.97,0.816,1.32E-93,CC.S,RAN
CC.S.NME1,3.67E-86,0.85592602,0.919,0.606,1.14E-81,CC.S,NME1
CC.S.SNRPD1,1.35E-108,0.85379146,0.945,0.666,4.21E-104,CC.S,SNRPD1
CC.S.SLBP,3.88E-106,0.846455299,0.87,0.435,1.21E-101,CC.S,SLBP
CC.S.SNRPB,2.54E-101,0.845331768,0.957,0.724,7.91E-97,CC.S,SNRPB
CC.S.SNRPG,4.77E-112,0.837988242,0.978,0.83,1.49E-107,CC.S,SNRPG
CC.S.PLAU,1.52E-47,0.835915596,0.549,0.224,4.73E-43,CC.S,PLAU
CC.S.CENPW,1.09E-141,0.830890985,0.71,0.133,3.41E-137,CC.S,CENPW
CC.S.PFN1,1.10E-77,0.826716798,0.987,0.914,3.42E-73,CC.S,PFN1
CC.S.DTYMK,8.32E-126,0.822226907,0.827,0.323,2.59E-121,CC.S,DTYMK
CC.S.FEN1,4.72E-166,0.821560442,0.676,0.086,1.47E-161,CC.S,FEN1
CC.S.CHCHD2,8.89E-110,0.817824059,0.988,0.923,2.77E-105,CC.S,CHCHD2
CC.S.ARPC1B,9.61E-35,0.816725035,0.915,0.717,3.00E-30,CC.S,ARPC1B
CC.S.ZWINT,2.12E-174,0.811225681,0.702,0.082,6.62E-170,CC.S,ZWINT
CC.S.CENPM,5.97E-174,0.805632619,0.689,0.068,1.86E-169,CC.S,CENPM
CC.S.MT2A,2.99E-19,0.792103153,0.935,0.817,9.32E-15,CC.S,MT2A
CC.S.DNAJC9,2.18E-108,0.790943703,0.685,0.188,6.82E-104,CC.S,DNAJC9
CC.S.EIF4EBP1,8.94E-94,0.790894967,0.808,0.376,2.79E-89,CC.S,EIF4EBP1
CC.S.MCM5,1.69E-166,0.786180969,0.704,0.107,5.28E-162,CC.S,MCM5
CC.S.CLSPN,1.78E-171,0.785032958,0.631,0.033,5.56E-167,CC.S,CLSPN
CC.S.GGCT,4.77E-94,0.783106264,0.902,0.542,1.49E-89,CC.S,GGCT
CC.S.LINC00152,4.63E-82,0.781195967,0.648,0.267,1.44E-77,CC.S,LINC00152
CC.S.H2AFV,8.24E-92,0.780601144,0.949,0.716,2.57E-87,CC.S,H2AFV
CC.S.CDK4,1.21E-98,0.770337311,0.861,0.467,3.79E-94,CC.S,CDK4
CC.S.LSM5,9.80E-90,0.76635313,0.931,0.682,3.06E-85,CC.S,LSM5
CC.S.LSM4,2.13E-106,0.765617287,0.924,0.611,6.65E-102,CC.S,LSM4
CC.S.HELLS,1.40E-163,0.762419196,0.679,0.076,4.37E-159,CC.S,HELLS
CC.S.TOMM40,2.59E-64,0.75811055,0.769,0.379,8.07E-60,CC.S,TOMM40
CC.S.PDCD5,4.05E-62,0.757736325,0.905,0.649,1.26E-57,CC.S,PDCD5
CC.S.HMGB1,3.50E-80,0.750909134,0.992,0.92,1.09E-75,CC.S,HMGB1
CC.S.GMNN,9.38E-137,0.748640616,0.725,0.187,2.93E-132,CC.S,GMNN
CC.S.BIRC5,4.98E-113,0.738473433,0.631,0.113,1.55E-108,CC.S,BIRC5
CC.S.SHFM1,1.74E-40,0.738120724,0.739,0.497,5.44E-36,CC.S,SHFM1
CC.S.NASP,2.89E-90,0.736810681,0.853,0.442,9.01E-86,CC.S,NASP
CC.S.NUDT1,1.11E-104,0.736693184,0.779,0.286,3.45E-100,CC.S,NUDT1
CC.S.UBE2S,4.22E-84,0.735256126,0.744,0.325,1.32E-79,CC.S,UBE2S
CC.S.KRT18,1.60E-54,0.728719769,0.993,0.956,4.99E-50,CC.S,KRT18
CC.S.CARHSP1,9.95E-74,0.726941831,0.897,0.546,3.10E-69,CC.S,CARHSP1
CC.S.MIR4435-2HG,2.55E-70,0.725530917,0.753,0.373,7.96E-66,CC.S,MIR4435-2HG
CC.S.CKLF,3.01E-90,0.723656858,0.921,0.572,9.39E-86,CC.S,CKLF
CC.S.RPL39L,1.91E-76,0.715850108,0.632,0.227,5.96E-72,CC.S,RPL39L
CC.S.ATAD2,5.59E-138,0.71511995,0.676,0.1,1.74E-133,CC.S,ATAD2
CC.S.HES4,5.75E-61,0.712206664,0.836,0.466,1.79E-56,CC.S,HES4
CC.S.PA2G4,5.68E-82,0.710205197,0.904,0.614,1.77E-77,CC.S,PA2G4
CC.S.ATP5G1,1.84E-51,0.708194794,0.716,0.404,5.73E-47,CC.S,ATP5G1
CC.S.MCM4,1.06E-149,0.70742874,0.654,0.084,3.32E-145,CC.S,MCM4
CC.S.WDR34,5.23E-111,0.704410794,0.836,0.373,1.63E-106,CC.S,WDR34
CC.S.CYCS,4.92E-57,0.703415241,0.938,0.741,1.53E-52,CC.S,CYCS
CC.S.RNASEH2A,1.10E-124,0.701739747,0.619,0.115,3.42E-120,CC.S,RNASEH2A
CC.S.ALDOA,4.02E-38,0.700553432,0.824,0.604,1.25E-33,CC.S,ALDOA
CC.S.RFC2,7.88E-121,0.698040718,0.731,0.204,2.46E-116,CC.S,RFC2
CC.S.TMEM106C,8.86E-85,0.697597911,0.825,0.389,2.76E-80,CC.S,TMEM106C
CC.S.CENPU,1.13E-154,0.695791494,0.633,0.054,3.53E-150,CC.S,CENPU
CC.S.TUBB4B,4.65E-66,0.695757008,0.895,0.649,1.45E-61,CC.S,TUBB4B
CC.S.MAD2L1,1.88E-155,0.694295337,0.657,0.085,5.88E-151,CC.S,MAD2L1
CC.S.HMGN2,3.94E-65,0.68950626,0.984,0.856,1.23E-60,CC.S,HMGN2
CC.S.ATP5G3,1.74E-45,0.688101973,0.739,0.473,5.44E-41,CC.S,ATP5G3
CC.S.RMI2,4.93E-144,0.687050124,0.671,0.096,1.54E-139,CC.S,RMI2
CC.S.MYBL2,5.60E-133,0.672866541,0.533,0.037,1.75E-128,CC.S,MYBL2
CC.S.CDKN2A,2.48E-13,0.672369191,0.279,0.145,7.75E-09,CC.S,CDKN2A
CC.S.COX8A,2.62E-50,0.664383676,0.979,0.882,8.18E-46,CC.S,COX8A
CC.S.POLD2,1.80E-84,0.661266092,0.862,0.469,5.61E-80,CC.S,POLD2
CC.S.SNRPF,3.76E-69,0.661208485,0.932,0.711,1.17E-64,CC.S,SNRPF
CC.S.RAD51AP1,9.66E-161,0.658768375,0.614,0.047,3.01E-156,CC.S,RAD51AP1
CC.S.CDC6,4.70E-160,0.657849783,0.586,0.028,1.47E-155,CC.S,CDC6
CC.S.ARPC1A,2.48E-37,0.656991775,0.883,0.663,7.74E-33,CC.S,ARPC1A
CC.S.HN1,1.04E-47,0.654472321,0.726,0.455,3.26E-43,CC.S,HN1
CC.S.RPS17,1.07E-38,0.653595582,0.923,0.768,3.34E-34,CC.S,RPS17
CC.S.SNRNP25,2.55E-91,0.651887415,0.815,0.368,7.96E-87,CC.S,SNRNP25
CC.S.GAPDH,3.46E-46,0.651514127,0.999,0.983,1.08E-41,CC.S,GAPDH
IFNG.CXCL10,4.05E-49,4.055572415,0.23,0.018,1.26E-44,IFNG,CXCL10
IFNG.ISG15,8.31E-143,2.166907609,0.912,0.615,2.59E-138,IFNG,ISG15
IFNG.CXCL9,1.73E-31,1.83076444,0.175,0.019,5.41E-27,IFNG,CXCL9
IFNG.GBP1,2.04E-93,1.750895891,0.576,0.155,6.38E-89,IFNG,GBP1
IFNG.IL32,2.41E-67,1.612653654,0.702,0.394,7.53E-63,IFNG,IL32
IFNG.TNFSF10,8.98E-55,1.581546122,0.723,0.461,2.80E-50,IFNG,TNFSF10
IFNG.WARS,9.10E-79,1.502492019,0.691,0.36,2.84E-74,IFNG,WARS
IFNG.IDO1,2.22E-48,1.474093546,0.358,0.096,6.92E-44,IFNG,IDO1
IFNG.IFIT3,3.49E-94,1.463004131,0.583,0.14,1.09E-89,IFNG,IFIT3
IFNG.IFI6,2.10E-88,1.408204813,0.858,0.583,6.55E-84,IFNG,IFI6
IFNG.IRF1,1.22E-62,1.399247359,0.633,0.337,3.81E-58,IFNG,IRF1
IFNG.GBP4,4.09E-83,1.379405179,0.446,0.085,1.28E-78,IFNG,GBP4
IFNG.IFI27,8.95E-37,1.320834669,0.812,0.639,2.79E-32,IFNG,IFI27
IFNG.MX1,1.60E-99,1.266984851,0.647,0.223,4.99E-95,IFNG,MX1
IFNG.IFI44L,3.69E-95,1.258610763,0.59,0.161,1.15E-90,IFNG,IFI44L
IFNG.CXCL11,5.59E-40,1.253891744,0.177,0.01,1.74E-35,IFNG,CXCL11
IFNG.PSMB91,3.32E-100,1.217313109,0.822,0.466,1.04E-95,IFNG,PSMB9
IFNG.TAP1,1.31E-96,1.210647513,0.728,0.348,4.08E-92,IFNG,TAP1
IFNG.STAT1,1.76E-109,1.189166536,0.851,0.485,5.48E-105,IFNG,STAT1
IFNG.IFIT1,1.16E-67,1.142116103,0.424,0.089,3.61E-63,IFNG,IFIT1
IFNG.RARRES3,7.21E-56,1.079141392,0.779,0.553,2.25E-51,IFNG,RARRES3
IFNG.BIRC3,1.04E-48,1.073957729,0.588,0.294,3.24E-44,IFNG,BIRC3
IFNG.PARP14,1.45E-58,1.041597674,0.749,0.457,4.53E-54,IFNG,PARP14
IFNG.SOD2,9.07E-37,1.005039223,0.797,0.625,2.83E-32,IFNG,SOD2
IFNG.HLA-B,1.68E-58,0.974206882,0.993,0.949,5.23E-54,IFNG,HLA-B
IFNG.GBP2,1.57E-56,0.939916738,0.561,0.254,4.90E-52,IFNG,GBP2
IFNG.RNF213,7.80E-56,0.938442886,0.797,0.583,2.43E-51,IFNG,RNF213
IFNG.CCL2,1.65E-10,0.935441791,0.191,0.102,5.15E-06,IFNG,CCL2
IFNG.SAA1,1.99E-13,0.918362125,0.275,0.146,6.21E-09,IFNG,SAA1
IFNG.LAP3,1.74E-51,0.917980214,0.659,0.392,5.44E-47,IFNG,LAP3
IFNG.HLA-E,2.09E-73,0.911449074,0.952,0.793,6.53E-69,IFNG,HLA-E
IFNG.SCGB1A1,0.000289422,0.89175547,0.329,0.404,1,IFNG,SCGB1A1
IFNG.PLSCR1,5.33E-60,0.890491705,0.676,0.405,1.66E-55,IFNG,PLSCR1
IFNG.B2M,2.30E-63,0.86479064,1,0.996,7.19E-59,IFNG,B2M
IFNG.TYMP,6.64E-53,0.862079435,0.862,0.657,2.07E-48,IFNG,TYMP
IFNG.IFITM3,1.25E-88,0.842962151,0.991,0.937,3.89E-84,IFNG,IFITM3
IFNG.IFIT2,3.75E-45,0.839108233,0.295,0.065,1.17E-40,IFNG,IFIT2
IFNG.TNFAIP2,6.22E-27,0.837816295,0.411,0.227,1.94E-22,IFNG,TNFAIP2
IFNG.UBE2L6,9.76E-75,0.834841684,0.748,0.449,3.05E-70,IFNG,UBE2L6
IFNG.HLA-C,8.32E-57,0.831960668,0.973,0.931,2.60E-52,IFNG,HLA-C
IFNG.PSMB8,1.36E-70,0.818332737,0.823,0.559,4.23E-66,IFNG,PSMB8
IFNG.MMP7,5.85E-08,0.81373981,0.426,0.319,0.001825283,IFNG,MMP7
IFNG.APOL1,1.34E-39,0.811781079,0.6,0.317,4.20E-35,IFNG,APOL1
IFNG.ISG20,3.52E-43,0.780755349,0.652,0.409,1.10E-38,IFNG,ISG20
IFNG.SAMD9L,2.15E-55,0.754472448,0.451,0.13,6.70E-51,IFNG,SAMD9L
IFNG.IFI16,5.82E-34,0.747370308,0.666,0.437,1.82E-29,IFNG,IFI16
IFNG.HLA-A,1.76E-42,0.74640457,0.992,0.977,5.49E-38,IFNG,HLA-A
IFNG.MX2,9.99E-47,0.745439851,0.465,0.178,3.12E-42,IFNG,MX2
IFNG.APOL6,7.20E-64,0.745129648,0.673,0.352,2.25E-59,IFNG,APOL6
IFNG.IFI35,1.85E-54,0.73231422,0.62,0.305,5.77E-50,IFNG,IFI35
IFNG.OAS1,1.91E-46,0.726507639,0.565,0.252,5.97E-42,IFNG,OAS1
IFNG.RSAD2,7.64E-51,0.723072712,0.307,0.05,2.38E-46,IFNG,RSAD2
IFNG.EPSTI1,5.65E-58,0.713083783,0.452,0.135,1.76E-53,IFNG,EPSTI1
IFNG.PSME21,1.22E-45,0.710748228,0.867,0.723,3.81E-41,IFNG,PSME2
IFNG.ICAM1,1.82E-29,0.681289916,0.671,0.479,5.67E-25,IFNG,ICAM1
IFNG.TAPBP,3.65E-44,0.667533026,0.876,0.716,1.14E-39,IFNG,TAPBP
IFNG.CCL201,1.26E-14,0.663438106,0.283,0.173,3.93E-10,IFNG,CCL20
IFNG.IFI44,1.33E-56,0.65482269,0.514,0.188,4.14E-52,IFNG,IFI44
IFNG.SAMHD1,6.91E-48,0.651313608,0.414,0.138,2.16E-43,IFNG,SAMHD1
IFNG.OAS3,2.10E-73,0.648149052,0.493,0.155,6.54E-69,IFNG,OAS3
IFNG.XAF1,1.62E-60,0.643515556,0.445,0.128,5.07E-56,IFNG,XAF1
IFNG.NFKBIA,5.12E-23,0.637597701,0.89,0.799,1.60E-18,IFNG,NFKBIA
IFNG.NCOA7,7.75E-25,0.628623931,0.7,0.525,2.42E-20,IFNG,NCOA7
IFNG.HLA-F,5.90E-38,0.628218942,0.617,0.345,1.84E-33,IFNG,HLA-F
IFNG.OAS2,7.76E-67,0.622808466,0.424,0.094,2.42E-62,IFNG,OAS2
IFNG.IFIH1,1.75E-43,0.616159782,0.399,0.14,5.45E-39,IFNG,IFIH1
IFNG.APOL2,1.45E-47,0.607030205,0.455,0.191,4.52E-43,IFNG,APOL2
IFNG.BST2,2.99E-25,0.591445512,0.729,0.514,9.34E-21,IFNG,BST2
IFNG.EIF2AK2,4.95E-39,0.573000037,0.655,0.407,1.54E-34,IFNG,EIF2AK2
IFNG.TRIM22,1.09E-41,0.564390229,0.502,0.223,3.41E-37,IFNG,TRIM22
IFNG.HLA-DRA,2.00E-15,0.554009539,0.826,0.689,6.23E-11,IFNG,HLA-DRA
IFNG.HLA-DQA1,2.48E-12,0.528356534,0.427,0.279,7.74E-08,IFNG,HLA-DQA1
IFNG.PPA1,5.58E-23,0.527055031,0.893,0.801,1.74E-18,IFNG,PPA1
IFNG.CXCL2,4.03E-18,0.526053351,0.497,0.328,1.26E-13,IFNG,CXCL2
IFNG.CTSS,6.80E-18,0.524738809,0.7,0.514,2.12E-13,IFNG,CTSS
IFNG.CD47,1.09E-25,0.517699757,0.873,0.717,3.39E-21,IFNG,CD47
IFNG.CD74,2.12E-14,0.517155068,0.939,0.837,6.62E-10,IFNG,CD74
IFNG.CP,3.69E-08,0.514960631,0.659,0.596,0.00114999,IFNG,CP
IFNG.C1R,1.81E-19,0.514514478,0.514,0.34,5.64E-15,IFNG,C1R
IFNG.SLFN5,3.44E-22,0.508316317,0.588,0.392,1.07E-17,IFNG,SLFN5
IFNG.TAP2,1.09E-41,0.507841884,0.477,0.203,3.40E-37,IFNG,TAP2
IFNG.C3,4.64E-10,0.506822869,0.496,0.358,1.45E-05,IFNG,C3
IFNG.LY6E,6.24E-26,0.502466902,0.96,0.894,1.95E-21,IFNG,LY6E
IFNG.DDX60,3.32E-45,0.502345793,0.408,0.129,1.04E-40,IFNG,DDX60
IFNG.ADAR,4.08E-27,0.499635853,0.774,0.579,1.27E-22,IFNG,ADAR
IFNG.ETV7,1.20E-44,0.497898889,0.369,0.106,3.75E-40,IFNG,ETV7
IFNG.SP110,5.03E-32,0.493229279,0.454,0.196,1.57E-27,IFNG,SP110
IFNG.PARP9,4.46E-39,0.486160091,0.582,0.328,1.39E-34,IFNG,PARP9
IFNG.GBP3,4.23E-34,0.481187106,0.483,0.24,1.32E-29,IFNG,GBP3
IFNG.CMPK2,1.53E-55,0.479039964,0.339,0.063,4.78E-51,IFNG,CMPK2
IFNG.HLA-DRB1,6.09E-11,0.475924425,0.743,0.633,1.90E-06,IFNG,HLA-DRB1
IFNG.SP100,4.16E-35,0.467927458,0.664,0.428,1.30E-30,IFNG,SP100
IFNG.HERC6,5.03E-44,0.465626447,0.362,0.116,1.57E-39,IFNG,HERC6
IFNG.C15orf48,3.91E-08,0.455727126,0.404,0.306,0.001220645,IFNG,C15orf48
IFNG.TOP1,4.24E-12,0.450794701,0.776,0.659,1.32E-07,IFNG,TOP1
IFNG.OASL,1.50E-35,0.450770481,0.183,0.021,4.69E-31,IFNG,OASL
IFNG.CFLAR,7.91E-19,0.449680525,0.747,0.589,2.47E-14,IFNG,CFLAR
IFNG.CX3CL1,4.34E-17,0.448248575,0.412,0.261,1.36E-12,IFNG,CX3CL1
IFNG.TGM2,4.26E-18,0.447832375,0.44,0.301,1.33E-13,IFNG,TGM2
IFNG.OPTN,6.77E-29,0.446269439,0.545,0.312,2.11E-24,IFNG,OPTN
MT.respiration.MALAT1,5.19E-135,1.675459181,0.998,0.995,1.62E-130,MT.respiration,MALAT1
MT.respiration.NEAT1,7.43E-86,1.394947227,0.996,0.979,2.32E-81,MT.respiration,NEAT1
MT.respiration.WSB1,2.79E-44,0.988304271,0.851,0.778,8.71E-40,MT.respiration,WSB1
MT.respiration.KCNQ1OT1,1.94E-13,0.975865344,0.574,0.488,6.06E-09,MT.respiration,KCNQ1OT1
MT.respiration.VMP1,9.85E-49,0.971573568,0.856,0.825,3.07E-44,MT.respiration,VMP1
MT.respiration.XIST,1.72E-05,0.845455657,0.41,0.423,0.535207211,MT.respiration,XIST
MT.respiration.SFTPB,1.37E-13,0.817609773,0.648,0.594,4.27E-09,MT.respiration,SFTPB
MT.respiration.MT-ND6,2.23E-16,0.759803084,0.629,0.592,6.95E-12,MT.respiration,MT-ND6
MT.respiration.PNISR,1.48E-40,0.75045197,0.767,0.699,4.63E-36,MT.respiration,PNISR
MT.respiration.KLF6,2.02E-14,0.744147502,0.749,0.755,6.31E-10,MT.respiration,KLF6
MT.respiration.DDX17,3.13E-34,0.70572152,0.799,0.775,9.78E-30,MT.respiration,DDX17
MT.respiration.N4BP2L2,1.28E-26,0.699342022,0.661,0.583,3.98E-22,MT.respiration,N4BP2L2
MT.respiration.MT-ND5,2.26E-27,0.6460923,0.944,0.933,7.05E-23,MT.respiration,MT-ND5
MT.respiration.MTRNR2L12,6.87E-05,0.635608437,0.405,0.358,1,MT.respiration,MTRNR2L12
MT.respiration.ATP11A,6.22E-13,0.634575051,0.546,0.434,1.94E-08,MT.respiration,ATP11A
MT.respiration.MT-CO1,7.68E-55,0.632514921,0.993,0.993,2.40E-50,MT.respiration,MT-CO1
MT.respiration.MT-ND2,3.64E-53,0.626436596,0.988,0.989,1.14E-48,MT.respiration,MT-ND2
MT.respiration.PGC,1.03E-09,0.626118794,0.379,0.268,3.21E-05,MT.respiration,PGC
MT.respiration.LUC7L3,1.36E-17,0.614946525,0.663,0.631,4.26E-13,MT.respiration,LUC7L3
MT.respiration.TSC22D3,3.93E-10,0.611773732,0.679,0.663,1.23E-05,MT.respiration,TSC22D3
MT.respiration.MT-ND1,2.60E-36,0.610873673,0.989,0.988,8.11E-32,MT.respiration,MT-ND1
MT.respiration.MUC1,3.51E-23,0.610461011,0.864,0.827,1.10E-18,MT.respiration,MUC1
MT.respiration.SORBS2,1.79E-15,0.589802839,0.488,0.435,5.57E-11,MT.respiration,SORBS2
MT.respiration.ABCC3,1.93E-14,0.589235391,0.591,0.533,6.01E-10,MT.respiration,ABCC3
MT.respiration.AKAP13,1.29E-14,0.575883406,0.604,0.557,4.03E-10,MT.respiration,AKAP13
MT.respiration.MT-ND4,1.22E-38,0.574678848,0.991,0.992,3.80E-34,MT.respiration,MT-ND4
MT.respiration.NAPSA,7.24E-12,0.571870889,0.777,0.7,2.26E-07,MT.respiration,NAPSA
MT.respiration.RSRP1,3.93E-08,0.567260531,0.538,0.496,0.001225088,MT.respiration,RSRP1
MT.respiration.MT-ND4L,7.97E-12,0.564396539,0.701,0.712,2.49E-07,MT.respiration,MT-ND4L
MT.respiration.CRLF1,1.32E-05,0.559665239,0.335,0.292,0.413002557,MT.respiration,CRLF1
MT.respiration.PSAP,5.72E-16,0.555171443,0.87,0.906,1.79E-11,MT.respiration,PSAP
MT.respiration.CAPN8,2.14E-08,0.553354026,0.427,0.357,0.000668851,MT.respiration,CAPN8
MT.respiration.MACF1,3.45E-15,0.552647671,0.593,0.587,1.08E-10,MT.respiration,MACF1
MT.respiration.FKBP5,0.000228879,0.551834996,0.346,0.303,1,MT.respiration,FKBP5
MT.respiration.MYO6,1.26E-10,0.541901395,0.633,0.611,3.93E-06,MT.respiration,MYO6
MT.respiration.MDM4,6.50E-14,0.540779626,0.47,0.397,2.03E-09,MT.respiration,MDM4
MT.respiration.QSOX1,6.50E-08,0.540450766,0.614,0.608,0.00202889,MT.respiration,QSOX1
MT.respiration.FTX,4.29E-06,0.52466516,0.321,0.226,0.133775381,MT.respiration,FTX
MT.respiration.VEGFA,0.004110659,0.524156933,0.554,0.577,1,MT.respiration,VEGFA
MT.respiration.HNRNPU,4.25E-09,0.522554457,0.744,0.796,0.000132681,MT.respiration,HNRNPU
MT.respiration.NKTR,5.78E-11,0.522271272,0.492,0.438,1.80E-06,MT.respiration,NKTR
MT.respiration.TANC2,6.13E-08,0.522191066,0.474,0.42,0.001913257,MT.respiration,TANC2
MT.respiration.CCNL1,8.65E-09,0.519432145,0.601,0.6,0.000270055,MT.respiration,CCNL1
MT.respiration.ERBB2,9.99E-06,0.514879546,0.51,0.539,0.311731821,MT.respiration,ERBB2
MT.respiration.LPCAT1,1.43E-07,0.514813313,0.701,0.702,0.004458352,MT.respiration,LPCAT1
MT.respiration.PARP141,6.70E-05,0.509048416,0.476,0.466,1,MT.respiration,PARP14
MT.respiration.MBNL1,1.18E-08,0.505013777,0.531,0.505,0.000367043,MT.respiration,MBNL1
MT.respiration.RNF2131,1.67E-08,0.503211226,0.593,0.59,0.000519895,MT.respiration,RNF213
MT.respiration.C31,0.000164282,0.502696555,0.405,0.36,1,MT.respiration,C3
MT.respiration.AGRN,3.00E-12,0.495267525,0.565,0.546,9.36E-08,MT.respiration,AGRN
MT.respiration.ELF3,3.42E-05,0.493179308,0.802,0.862,1,MT.respiration,ELF3
MT.respiration.POLR2J3.1,0.001122989,0.485680126,0.282,0.236,1,MT.respiration,POLR2J3.1
MT.respiration.MSLN,8.96E-06,0.484895287,0.435,0.368,0.279750761,MT.respiration,MSLN
MT.respiration.CELF2,3.57E-05,0.480497565,0.419,0.389,1,MT.respiration,CELF2
MT.respiration.MT-ATP6,1.68E-25,0.476957521,0.994,0.988,5.25E-21,MT.respiration,MT-ATP6
MT.respiration.ITGA3,0.000165891,0.476240289,0.654,0.683,1,MT.respiration,ITGA3
MT.respiration.SLC22A31,2.69E-05,0.471539089,0.421,0.37,0.840722221,MT.respiration,SLC22A31
MT.respiration.ZBTB20,6.69E-10,0.468414458,0.492,0.438,2.09E-05,MT.respiration,ZBTB20
MT.respiration.HSPG2,0.000496955,0.468361672,0.401,0.375,1,MT.respiration,HSPG2
MT.respiration.FUS,8.13E-11,0.466857405,0.746,0.78,2.54E-06,MT.respiration,FUS
MT.respiration.PLEC,0.003427973,0.466191201,0.467,0.516,1,MT.respiration,PLEC
MT.respiration.STAT3,5.39E-12,0.464487004,0.694,0.709,1.68E-07,MT.respiration,STAT3
MT.respiration.MT-CYB,4.88E-27,0.463382269,0.989,0.985,1.52E-22,MT.respiration,MT-CYB
MT.respiration.MT-ND31,4.87E-22,0.461181339,0.986,0.981,1.52E-17,MT.respiration,MT-ND3
MT.respiration.CPM,4.62E-07,0.455615468,0.485,0.434,0.01441503,MT.respiration,CPM
MT.respiration.MT-CO2,5.60E-30,0.454179188,0.994,0.993,1.75E-25,MT.respiration,MT-CO2
MT.respiration.C16orf89,1.17E-06,0.453788605,0.581,0.542,0.036585463,MT.respiration,C16orf89
MT.respiration.SLC25A37,0.002037196,0.453175134,0.549,0.597,1,MT.respiration,SLC25A37
MT.respiration.GABPB1-AS1,4.69E-06,0.452060893,0.411,0.389,0.146366929,MT.respiration,GABPB1-AS1
MT.respiration.CD46,3.77E-08,0.451326333,0.736,0.753,0.001176895,MT.respiration,CD46
MT.respiration.MTRNR2L8,0.000228829,0.449474875,0.347,0.3,1,MT.respiration,MTRNR2L8
MT.respiration.RICTOR,0.000518019,0.449247045,0.5,0.493,1,MT.respiration,RICTOR
MT.respiration.NEDD9,1.58E-06,0.444355947,0.473,0.44,0.049229626,MT.respiration,NEDD9
MT.respiration.MCL11,1.50E-06,0.441861012,0.731,0.773,0.046947565,MT.respiration,MCL1
MT.respiration.LPP,1.22E-09,0.441833511,0.631,0.625,3.80E-05,MT.respiration,LPP
MT.respiration.ARGLU1,1.34E-07,0.438759324,0.519,0.511,0.00417871,MT.respiration,ARGLU1
MT.respiration.RBM25,4.09E-11,0.437612639,0.618,0.644,1.28E-06,MT.respiration,RBM25
MT.respiration.CHML,0.00031016,0.437507545,0.253,0.207,1,MT.respiration,CHML
